date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:05:32	218304/218304	---M-Z	200	added ('OK')	application/font-woff	etag:%22a0db57d8e465ea56736af31452738ee3-ssl-df%22	https://utmbuilder.net/assets/fonts/icomoon-28fabad2.woff?3p0rtw	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/fonts/icomoon-28fabad2e627.woff	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:33	218228/218228	---M--	200	added ('OK')	font/ttf	etag:%22887ba3b98ae41473720d5fd52eb452e9-ssl%22	https://utmbuilder.net/assets/fonts/icomoon-fb84c497.ttf?3p0rtw	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/fonts/icomoon-fb84c497e627.ttf	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:34	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.eot	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.b.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:34	3048/3048	---M-Z	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.eot?	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.cd41d.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:35	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.woff2	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.d.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:36	637835/637835	---MCZ	200	added ('OK')	image/svg+xml	etag:%229b1a1ac794f800f46aa63423e5db1f39-ssl-df%22	https://utmbuilder.net/assets/fonts/icomoon-f09afd47.svg?3p0rtw	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/fonts/icomoon-f09afd47e627.svg	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:36	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.woff	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.e.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:36	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.ttf	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.f.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:37	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.svg	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/css/icons/glyphicons/glyphicons-halflings-regular.10.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:38	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/images/login_cover.jpg	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/login_cover.11.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:39	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/images/backgrounds/seamless.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/backgrounds/seamless.12.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:39	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/css/icons/summernote//summernote.eot?ad8d7e2d177d2473aecd9b35d16211fb	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/css/icons/summernote/summernote.13f534.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:40	3048/3048	---M-Z	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/css/icons/summernote//summernote.eot?	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/css/icons/summernote/summernote.14d41d.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:41	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/css/icons/summernote//summernote.woff?ad8d7e2d177d2473aecd9b35d16211fb	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/css/icons/summernote/summernote.15f534.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:41	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/css/icons/summernote//summernote.ttf?ad8d7e2d177d2473aecd9b35d16211fb	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/css/icons/summernote/summernote.16f534.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:42	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/images/brands/amazon.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/brands/amazon.17.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:43	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/images/brands/youtube.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/brands/youtube.18.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:43	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/images/brands/twitter.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/brands/twitter.19.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:44	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/images/brands/bing.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/brands/bing.1a.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:45	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/images/brands/spotify.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/brands/spotify.1b.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:46	1092/1092	---M--	200	added ('OK')	image/png	etag:%22a9d953ddc41ef8153c31ce07274c70f1-ssl%22	https://utmbuilder.net/assets/images/logo-74f115b5.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/logo-74f115b5.png	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:46	1649/1649	---M--	200	added ('OK')	image/png	etag:%22e2c0f118f78a5b211a61f4694b885cd1-ssl%22	https://utmbuilder.net/assets/images/logo_white-bd277150.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/logo_white-bd277150.png	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:47	5010/5010	---M--	200	added ('OK')	image/png	etag:%2226bba83eb9e6c06e62e7476af8bc408b-ssl%22	https://utmbuilder.net/assets/images/terminus_logo-1c7033a9.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/terminus_logo-1c7033a9.png	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:48	5189/5189	---M--	200	added ('OK')	image/png	etag:%22391bfdbde5c662451841def99e2620e3-ssl%22	https://utmbuilder.net/assets/images/terminus_logo_white-738f9f2e.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/terminus_logo_white-738f9f2e.png	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:48	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/assets/images/home-screenshot1.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/assets/images/home-screenshot1.20.delayed	(from https://utmbuilder.net/assets/stylesheets/site-f66f906a.css)
18:05:49	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1551998156-ssl-df	https://utmbuilder.net/simple-url-builders/utmmaker.com	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/utmbuilder.net/simple-url-builders/utmmaker.21.delayed	(from https://utmbuilder.net/simple-url-builders/)
18:05:50	277517/277517	---M--	200	added ('OK')	image/png	etag:5ac107e4fa4b2b34d4b5eef4296e663ee42a46f9	https://d33wubrfki0l68.cloudfront.net/c86a3fd2abcf28bec3106ed30930eb93657d0223/25758/assets/images/spreadsheets/utm-builder-amazee-metrics-c86a3fd2.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/d33wubrfki0l68.cloudfront.net/c86a3fd2abcf28bec3106ed30930eb93657d0223/25758/assets/images/spreadsheets/utm-builder-amazee-metrics-c86a3fd2.png	(from https://utmbuilder.net/spreadsheets/)
18:05:51	311008/311008	---M--	200	added ('OK')	image/png	etag:76cbce41f56f9bd42ebd87e6d08f1a0da2551811	https://d33wubrfki0l68.cloudfront.net/a2320957d75a3750e9a71057e04a20cb6ff14460/bd639/assets/images/spreadsheets/utm-builder-linktosheets-a2320957.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/d33wubrfki0l68.cloudfront.net/a2320957d75a3750e9a71057e04a20cb6ff14460/bd639/assets/images/spreadsheets/utm-builder-linktosheets-a2320957.png	(from https://utmbuilder.net/spreadsheets/)
18:05:51	361170/361170	---M--	200	added ('OK')	image/png	etag:4fb6ea53d6d85e5ecd6cd8f097072b7474cbb113	https://d33wubrfki0l68.cloudfront.net/18e362433a6cde9213ff0760f9762461a82bfe74/0026b/assets/images/spreadsheets/utm-builder-chameleon-collective-18e36243.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/d33wubrfki0l68.cloudfront.net/18e362433a6cde9213ff0760f9762461a82bfe74/0026b/assets/images/spreadsheets/utm-builder-chameleon-collective-18e36243.png	(from https://utmbuilder.net/spreadsheets/)
18:05:51	692176/692176	---M--	200	added ('OK')	image/png	etag:ce37954fa5f3c80b62492f880ccc3ae3820b177b	https://d33wubrfki0l68.cloudfront.net/75ecb3c3a9cd405c82ef51d12c7b14bbf446723c/9761a/assets/images/spreadsheets/utm-builder-cardinal-path-75ecb3c3.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/d33wubrfki0l68.cloudfront.net/75ecb3c3a9cd405c82ef51d12c7b14bbf446723c/9761a/assets/images/spreadsheets/utm-builder-cardinal-path-75ecb3c3.png	(from https://utmbuilder.net/spreadsheets/)
18:05:52	421548/421548	---M--	200	added ('OK')	image/png	etag:cb4132956ca30a74126e8bdb4ab196ff2f73f01f	https://d33wubrfki0l68.cloudfront.net/1a48d52f348d8869ec2c4e12781a0bbf2ac67a71/54753/assets/images/spreadsheets/utm-builder-whole-whale-1a48d52f.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/d33wubrfki0l68.cloudfront.net/1a48d52f348d8869ec2c4e12781a0bbf2ac67a71/54753/assets/images/spreadsheets/utm-builder-whole-whale-1a48d52f.png	(from https://utmbuilder.net/spreadsheets/)
18:05:52	644434/644434	---M--	200	added ('OK')	image/png	etag:9d302e8c89b4c5699ee21ee4bab06ff1adc13cf9	https://d33wubrfki0l68.cloudfront.net/ddaa389d9338969c48d409aaeb7fe45208446a44/40084/assets/images/spreadsheets/utm-builder-annielytics-ddaa389d.png	C:/Users/Quang/OneDrive/Desktop/TSAweb/cvt2/d33wubrfki0l68.cloudfront.net/ddaa389d9338969c48d409aaeb7fe45208446a44/40084/assets/images/spreadsheets/utm-builder-annielytics-ddaa389d.png	(from https://utmbuilder.net/spreadsheets/)
